d4:9a:a0:d0:eb:c9,83.055162414,2.317240872
a0:65:18:ad:e8:ea,14.740379259,5.088605135
ac:64:62:e8:9c:01,12.748341747,2.841658037
98:f4:28:eb:a7:68,10.615563251,1.501470705
a4:f4:c2:dd:94:00,9.816605144,10.8649933
94:a7:b7:d2:d3:82,9.794731275,3.662819898
d4:9a:a0:4b:b3:d0,8.200384242,2.132804412
74:4d:28:57:14:32,7.868922413,3.439347843
a0:65:18:4c:b1:bf,7.354838554,5.041493398
d4:9a:a0:52:82:d9,7.064271944,5.20704925
d4:9a:a0:b2:30:a2,6.745505559,6.623486237
d4:9a:a0:93:c6:59,6.322436211,14.044558669
a0:65:18:66:ec:92,5.937885354,4.014106329
a4:f4:c2:c2:a6:55,5.929711936,2.610592592
18:44:e6:bc:dc:5d,5.892726955,0.765254344
18:e8:29:2f:51:a2,5.772445788,12.799944001
ac:64:62:d1:33:b3,5.073951121,5.998134456
a4:f4:c2:93:51:9e,4.967201807,0.105610695
a4:f4:c2:d3:3c:89,4.678589163,0.327380871
cc:71:90:39:48:11,4.433708362,0.678973585
ac:64:62:d1:30:b6,4.386370656,10.722859738
14:49:bc:1b:b0:41,4.296845503,8.140096391
44:f4:36:eb:90:61,4.289368124,2.733752177
a4:f4:c2:dd:3a:09,4.263692325,1.430186227
a0:65:18:9b:9c:85,4.113743199,21.682600566
a0:65:18:0e:fd:74,4.103421453,1.249489819
ac:64:62:e9:4a:ca,3.952739862,7.962623003
d4:9a:a0:49:42:e8,3.607977331,10.728334569
98:f4:28:e5:e5:0d,3.558490434,6.385694451
34:4d:ea:d8:e8:86,3.540204837,8.816592825
a0:65:18:2f:29:2c,3.525634355,12.847636292
d4:9a:a0:03:31:c7,3.397182856,3.230083714
a0:65:18:72:74:08,3.344343536,2.187606787
a0:65:18:49:2e:8e,3.285256896,3.122768567
98:f4:28:ea:b5:88,3.230349664,7.52437301
98:f4:28:da:7e:6d,3.12049745,1.309481606
14:49:bc:0c:5c:23,3.105627246,7.782772245
a0:65:18:49:67:64,3.006465663,1.011377991
00:1d:aa:00:00:01,2.966535849,22.580378479
d4:9a:a0:86:5b:c0,2.961500624,11.378431025
d4:9a:a0:63:c8:c8,2.888834943,4.967265963
d4:9a:a0:d5:e3:49,2.809533324,1.211448122
a0:65:18:65:78:b2,2.780755189,9.218355652
a0:65:18:98:d9:e1,2.724578631,4.879468537
a4:f4:c2:ae:15:2d,2.710963925,7.962792247
a0:65:18:75:31:ec,2.685055115,9.200901944
a0:65:18:35:3a:07,2.673147952,3.109478396
24:43:e2:57:21:a1,2.626063434,1.153314074
a4:f4:c2:1a:8d:67,2.564996259,13.775112947
98:f4:28:da:bb:03,2.527710333,8.60273519
a0:65:18:78:af:b6,2.509665578,0.398087211
a4:f4:c2:19:c9:29,2.449121839,0.682277869
a0:65:18:75:b8:9b,2.415807931,1.115516553
34:4d:ea:d8:c3:96,2.382636928,2.093840393
00:09:0f:17:e3:2e,2.375121108,8.222996683
a4:f4:c2:9f:c9:6d,2.329019048,2.451508872
cc:71:90:00:4e:41,2.320923127,6.127632451
a4:f4:c2:c2:ad:30,2.289892362,4.320438692
d8:38:0d:e3:45:11,2.203842441,3.338392499
a0:65:18:32:13:91,2.201411402,0.679942886
a0:65:18:74:ca:c1,2.16001756,1.235076259
98:f4:28:e1:8f:29,2.076973778,10.681712841
94:a7:b7:d3:0e:7e,2.055600474,7.411345026
a4:f4:c2:1a:13:1b,2.030620613,1.192630196
d4:9a:a0:86:68:e0,2.012564158,2.914668849
a0:65:18:83:8f:9e,1.930885762,0.60629374
a0:65:18:38:1c:51,1.881677866,2.679923715
94:a7:b7:d2:29:e1,1.845266592,4.24020733
c4:a3:66:eb:97:10,1.84141232,1.738497274
cc:71:90:1c:b5:29,1.8174392,0.559187254
a4:f4:c2:de:65:53,1.800162214,6.956051301
a4:f4:c2:c1:f6:f9,1.797127694,6.210282111
d4:9a:a0:b7:2b:29,1.78686408,1.19916991
cc:71:90:17:fe:81,1.781455606,5.432585911
a0:65:18:4e:72:c9,1.77523353,0.740067111
d4:9a:a0:4b:b1:e8,1.769074199,0.188437745
a0:65:18:cb:13:e7,1.767570365,1.777537593
18:d6:c7:6d:fa:69,1.759295596,5.021782282
5c:c7:d7:1f:26:3e,1.745542551,1.429900461
cc:71:90:50:06:b9,1.729561356,13.207797914
98:f4:28:ea:7b:c2,1.722583872,0.804987793
d4:9a:a0:ce:29:51,1.721538721,1.355585315
ac:64:62:d1:2d:e1,1.718303817,0.663911025
d4:9a:a0:ed:d9:d1,1.712156335,0.816817071
98:f4:28:eb:99:4e,1.690225915,2.068690821
cc:2d:21:1f:63:b9,1.689779707,4.340180028
a4:f4:c2:c1:e7:db,1.679289852,0.115141935
a0:65:18:cb:73:24,1.678019832,34.081648339
a0:65:18:9b:19:81,1.66963946,4.159170024
a0:65:18:49:5d:b6,1.664884158,2.388876256
cc:71:90:38:ef:a1,1.652384141,6.120987339
d4:9a:a0:14:dc:27,1.627598144,2.696772299
cc:71:90:1b:27:b9,1.6194344,2.600444665
18:44:e6:bc:4b:bc,1.605048353,2.32243329
a4:f4:c2:dd:ee:ab,1.57713847,1.484918371
98:f4:28:eb:ac:1d,1.569378221,0.487847586
a4:f4:c2:1b:2c:2b,1.565062248,15.252545708
a0:65:18:79:5d:95,1.554271972,0.09639187
a0:65:18:76:d1:ff,1.548745261,1.396982013
ac:64:62:e9:7c:93,1.523981148,1.932807617
e4:3a:6e:33:1e:4b,1.523496873,3.824836696
a4:f4:c2:c3:28:3f,1.506007695,4.402407283
a0:65:18:2f:c2:56,1.505439174,0.352465621
a4:f4:c2:dd:42:3a,1.5001456,1.415859922
a0:65:18:ad:e6:9e,1.485013696,3.680848202
a0:65:18:72:61:81,1.481889629,1.426058445
a0:65:18:35:36:25,1.475167335,4.074420927
a0:65:18:a1:6d:6f,1.463182737,1.95825421
cc:71:90:38:8d:f1,1.445870281,0.875396818
a0:65:18:a3:bb:04,1.444231258,3.305735647
d4:9a:a0:b7:26:81,1.418734939,18.110146228
d4:9a:a0:ed:ae:91,1.411587316,3.363087767
94:a7:b7:d3:3b:60,1.40570457,5.94881217
a0:65:18:ab:c3:cc,1.386047302,2.059448332
a4:f4:c2:c2:85:fd,1.360034058,7.241721441
a4:f4:c2:c3:0a:42,1.34215973,0.997696052
ac:64:62:d2:92:85,1.334435508,0.975280541
ec:8a:4c:fb:5f:70,1.33293264,6.074146806
ac:64:62:e9:a6:4b,1.329130415,7.367361576
a0:65:18:3e:cd:78,1.319987885,2.239396412
94:a7:b7:d2:f6:a0,1.319508946,1.790562193
c4:a3:66:e6:59:fa,1.318573182,5.763369651
a0:65:18:4c:4b:6b,1.289403604,4.354465351
cc:71:90:17:d5:19,1.288219243,14.650736362
a0:65:18:c3:82:fe,1.28335171,1.586880557
a0:65:18:42:cf:2a,1.269934002,5.641106527
d4:9a:a0:f2:88:42,1.268063123,32.396447028
98:f4:28:e3:41:2a,1.260656032,4.425944078
94:a7:b7:d2:44:a3,1.223907286,8.654687401
d4:9a:a0:87:9d:a8,1.216947427,3.796069333
a0:65:18:74:f4:61,1.214869561,1.767383184
d4:9a:a0:e2:f9:21,1.209965286,2.75740079
98:f4:28:ea:38:e2,1.207925056,6.490386404
cc:71:90:42:d9:91,1.205039071,1.018232203
24:43:e2:47:60:e1,1.204183416,1.092003371
ec:8a:4c:ec:ca:34,1.199128198,5.875852043
a0:65:18:61:87:9e,1.178047113,1.976802116
a4:f4:c2:9b:b9:01,1.168492225,2.908558862
cc:71:90:57:79:f1,1.162637662,26.284210448
a0:65:18:3c:9d:a7,1.15390292,1.486835823
18:44:e6:bc:48:97,1.152774716,0.915303886
a4:f4:c2:1a:7f:ba,1.149670327,5.945702015
a0:65:18:2e:ec:a8,1.149623887,4.918453531
ac:64:62:d1:16:4e,1.143117892,0.488179679
a0:65:18:9f:a9:9b,1.140332409,3.397905764
c4:ad:34:c7:ba:f6,1.136845598,4.34687316
d4:9a:a0:1e:f0:9f,1.136770702,3.886559213
a0:65:18:6d:38:48,1.130424667,9.150550412
a0:65:18:83:8d:5e,1.120628229,3.208942697
94:a7:b7:d2:5c:0e,1.119660415,1.346177065
c4:a3:66:ec:63:04,1.11117092,1.161070006
d4:9a:a0:d0:bf:b9,1.111056502,1.642266177
24:43:e2:41:ec:91,1.107375389,1.193482711
cc:71:90:15:f7:d9,1.106301769,2.487630102
94:a7:b7:d2:3d:69,1.094402356,2.627300175
a4:f4:c2:c2:97:6d,1.091075444,3.629584704
74:4d:28:cf:01:fc,1.080922469,5.470337974
d4:9a:a0:c9:61:42,1.060304916,0.556731084
a4:f4:c2:19:de:ef,1.051410517,0.554596639
98:f4:28:e5:92:38,1.049629362,3.276047686
98:f4:28:eb:a8:8f,1.046140726,2.246467162
c4:a3:66:e7:ed:e0,1.036870937,1.067867222
a0:65:18:54:53:6a,1.029419834,1.16606467
98:f4:28:e1:ec:67,1.024765303,1.273499175
a0:65:18:30:25:ff,1.01753029,3.962535005
a0:65:18:57:d2:07,1.017296458,1.934712599
d4:9a:a0:7a:02:6f,1.016838837,1.392168332
d4:9a:a0:c9:68:61,1.009821674,5.575701864
d4:9a:a0:f7:fa:c1,0.995758959,13.557303479
24:43:e2:52:bc:e9,0.991245912,8.496959612
a0:65:18:3e:ca:ea,0.987329119,6.651921658
18:44:e6:a3:8d:76,0.982165392,6.016585661
c4:a3:66:ec:2b:78,0.981649417,3.106371902
a4:f4:c2:dd:cc:13,0.971476711,8.682476598
a4:f4:c2:dd:db:0a,0.965906506,1.227088899
d4:9a:a0:c9:5e:c1,0.957282412,7.603447983
a0:65:18:42:f0:99,0.956044721,0.110417622
a0:65:18:3d:3a:b8,0.95113398,2.310372659
a0:65:18:c6:88:17,0.939318792,1.393945
a0:65:18:44:28:96,0.937103908,0.790165843
cc:71:90:1b:56:19,0.927597818,5.197080442
cc:71:90:33:cf:29,0.923918401,7.336820995
18:44:e6:bc:b7:dc,0.918408081,0.212745151
98:f4:28:e5:bb:fa,0.918147879,0.03905675
a4:f4:c2:dd:d3:30,0.917734375,0.158920334
d4:9a:a0:e2:be:41,0.910959279,4.225174165
a0:65:18:35:0f:97,0.907488511,2.6319613
18:44:e6:bc:bd:c7,0.897464963,2.735008911
98:f4:28:eb:83:91,0.88772109,0.56630509
d4:9a:a0:0e:6b:57,0.882312252,3.840047703
24:43:e2:57:04:99,0.869905166,2.173648847
d4:9a:a0:b7:38:11,0.865138508,2.56674737
a4:f4:c2:fa:32:c7,0.864593904,11.698550031
d4:9a:a0:79:93:77,0.863043017,0.693328855
98:f4:28:e2:b8:4a,0.860577394,3.713674313
a0:65:18:3d:d2:4a,0.857090497,3.7955018
a0:65:18:9f:bf:ac,0.852386846,3.519282837
d4:9a:a0:9b:9c:79,0.85143297,0.677947115
a0:65:18:59:ae:91,0.846915195,0.626790008
98:13:33:f7:e0:66,0.841658826,2.537463691
24:43:e2:6b:c3:71,0.84146579,8.106985083
1c:5f:2b:10:c4:9f,0.838597427,3.223634506
c4:a3:66:e8:30:ee,0.837099622,1.969948879
18:44:e6:bc:f2:0b,0.833135273,2.4294E-5
5c:c7:d7:1f:26:36,0.831670559,1.523053886
a0:65:18:a3:57:3e,0.830063025,0.475599078
18:44:e6:a3:e8:e8,0.829472534,5.047226726
70:9f:2d:d3:9b:63,0.826776828,3.787193034
d4:9a:a0:64:f8:18,0.817884552,1.200402329
a0:65:18:4c:c2:15,0.813985951,1.76828259
d4:9a:a0:0b:fe:f7,0.811971282,1.978070154
cc:71:90:0e:a9:61,0.811569318,0.04001088
44:f4:36:eb:8f:62,0.805396768,2.445678576
a4:f4:c2:ed:35:cf,0.803150339,2.981557042
98:f4:28:e5:36:26,0.802523031,0.876038523
a0:65:18:44:7c:cc,0.800708182,1.933279631
a0:65:18:4b:a5:1e,0.799844616,2.630330567
98:f4:28:db:11:bb,0.797304912,0.985352183
c4:a3:66:e8:85:42,0.795958763,1.028545129
a0:65:18:38:21:a6,0.794748456,1.711753141
ac:64:62:e9:59:11,0.792905381,7.111497127
a4:f4:c2:1a:07:87,0.788385141,4.813857849
a4:f4:c2:fb:b2:7f,0.781783673,1.145002541
a0:65:18:3e:c3:97,0.781351829,1.295139075
24:43:e2:58:c8:c9,0.779245093,2.368306841
a0:65:18:74:fa:dc,0.777618827,1.177425718
a0:65:18:2d:01:b6,0.775458022,2.748136061
18:44:e6:a4:27:2c,0.767405131,0.922373503
d4:9a:a0:a7:f3:d9,0.766416187,4.150159688
a0:65:18:65:c4:a5,0.765693043,2.282871634
ac:64:62:e8:a3:d1,0.765240884,2.523043999
a4:f4:c2:dd:fd:ae,0.765150805,1.474034263
98:13:33:f7:7f:d6,0.76234462,2.013781698
a0:65:18:64:58:b8,0.759688413,2.673983281
d4:9a:a0:b2:54:62,0.756111032,0.874949652
a0:65:18:4a:9c:d0,0.751689077,2.75301087
98:f4:28:eb:63:2f,0.750451359,9.162294336
d4:9a:a0:e7:02:f9,0.746573447,1.282683328
d4:9a:a0:64:47:48,0.74356106,7.016153682
cc:71:90:11:88:79,0.737692244,0.900295223
a0:65:18:81:f7:7d,0.7309238,0.337504845
a4:f4:c2:dd:f1:2d,0.730792883,1.46669964
a4:f4:c2:dd:72:1c,0.728681095,1.239534521
50:06:ab:e3:ff:15,0.723030641,1.490629051
d4:9a:a0:87:29:48,0.719490781,3.655493902
a0:65:18:98:55:1b,0.714377293,1.312712799
a0:65:18:74:fb:e1,0.712621024,3.24968892
d4:9a:a0:03:9a:8f,0.706219172,10.049175355
cc:71:90:00:17:11,0.704922973,1.378740529
ac:64:62:e9:50:10,0.70229311,6.229958
a0:65:18:c8:11:aa,0.701257525,3.574999785
ac:64:62:e9:10:1e,0.69877374,3.715664806
a0:65:18:53:bb:f3,0.698223386,0.374445273
98:f4:28:e1:e0:b9,0.697006923,3.431286973
5c:c7:d7:1e:ee:4e,0.691376906,3.086379437
a4:f4:c2:dd:87:c1,0.68873629,7.264498202
ac:64:62:d3:31:54,0.687619309,0.054782531
d4:9a:a0:b2:37:99,0.686775837,2.713443824
94:a7:b7:d2:ea:43,0.677577957,0.487696367
a0:65:18:44:79:4e,0.67701244,0.385815429
18:44:e6:a4:27:36,0.676843692,0.943643037
94:a7:b7:d2:27:ac,0.676316179,4.87262406
18:44:e6:a3:90:78,0.675525529,0.576939119
d4:9a:a0:f2:8e:82,0.675015503,3.832642197
a0:65:18:64:4b:47,0.661406809,7.373504397
a0:65:18:a3:f4:46,0.659192766,1.631050088
a4:f4:c2:1b:1e:72,0.65643814,2.108958658
a0:65:18:5d:21:18,0.650265544,2.672779298
a0:65:18:42:c4:4d,0.649718174,3.523384846
a0:65:18:3f:e8:e6,0.646552038,1.472866669
a0:65:18:4f:3d:fd,0.642476624,8.277516972
c4:a3:66:e8:39:7c,0.634589673,2.219871738
98:f4:28:e2:59:cc,0.633265099,1.147451346
a0:65:18:61:37:1f,0.630315589,1.583504496
a0:65:18:4c:47:a5,0.623844772,1.445954559
a0:65:18:75:a7:1f,0.623338419,0.58265847
98:f4:28:e2:bd:59,0.615233885,2.692572822
a0:65:18:44:a7:59,0.609234244,4.31449258
a0:65:18:2d:01:c5,0.606995368,2.333143633
20:76:93:4c:53:e5,0.606331732,0.77140457
a0:65:18:60:fc:7b,0.594929013,2.0944626
a0:65:18:40:e7:8f,0.594288103,0.387660393
a4:f4:c2:15:59:89,0.593465465,1.460584371
d4:9a:a0:b7:1e:d9,0.591240593,1.893922025
94:a7:b7:d2:e1:42,0.590348776,2.45620268
a0:65:18:ad:d0:81,0.587513487,19.276984137
00:1d:aa:23:1e:29,0.570706379,0.293561947
c4:a3:66:ec:1f:9c,0.569881473,0.602279022
a0:65:18:2d:53:91,0.56700988,0.272883213
cc:71:90:00:57:21,0.564394017,5.227328092
d4:9a:a0:b2:36:12,0.55757358,0.793757789
98:13:33:f7:59:66,0.556821568,1.015474606
98:f4:28:e1:f7:6b,0.556199448,2.513396745
a0:65:18:56:bb:7e,0.551606704,0.459461327
98:f4:28:ea:6a:92,0.55054798,3.189175508
d4:9a:a0:c9:ba:c1,0.544440011,1.494337866
d4:9a:a0:f2:83:ca,0.542867683,3.906831031
24:43:e2:57:df:81,0.541348599,1.696831595
94:a7:b7:d1:fb:10,0.539444811,1.524049927
a0:65:18:69:6a:71,0.539023266,2.709429366
a0:65:18:5f:68:41,0.536409102,0.940117711
ac:64:62:d3:04:d1,0.536259992,1.535205333
d4:9a:a0:39:73:cf,0.533888822,0.091110408
a0:65:18:9f:aa:a0,0.531563608,0.161866221
a0:65:18:ab:c6:9c,0.531207736,0.024877605
a0:65:18:5e:ed:71,0.526272237,0.912808309
98:f4:28:ea:7c:d5,0.523584279,3.647259047
a0:65:18:5a:b4:4e,0.523283614,1.448070525
98:f4:28:e5:2d:ed,0.521793338,4.95899109
18:44:e6:bc:43:f1,0.521369511,2.564845311
98:f4:28:db:58:01,0.519391677,0.824340806
d4:9a:a0:50:36:e7,0.517116559,1.494576575
cc:71:90:57:7c:4a,0.514456585,8.05468568
a4:f4:c2:bb:d2:4e,0.513794355,1.282011905
a0:65:18:41:bc:8f,0.510770277,0.52452058
c4:a3:66:ec:52:90,0.507037148,5.71728807
d4:9a:a0:03:13:3f,0.505920455,0.93533642
a0:65:18:38:1d:a4,0.505652997,1.190888564
a4:f4:c2:1a:07:cc,0.504512409,2.828690033
ac:64:62:d1:29:3b,0.498933829,4.756205392
cc:71:90:1b:cd:99,0.498472064,0.306230905
a0:65:18:6d:3c:50,0.494380145,1.306852038
a0:65:18:31:9f:77,0.493943072,0.733307266
a0:65:18:98:95:65,0.492554246,4.671121524
a0:65:18:49:a6:5e,0.491977641,1.817956743
98:f4:28:db:8f:9c,0.490755209,1.74084259
98:f4:28:e2:a0:76,0.49072244,2.450338879
98:f4:28:eb:0f:56,0.483594902,9.136624778
a0:65:18:67:f5:24,0.480764229,1.624851919
18:44:e6:a3:86:37,0.478787148,3.828813775
98:f4:28:e5:8f:13,0.47460043,1.665699515
98:f4:28:e5:71:ae,0.473672712,0.723582172
a0:65:18:9b:c5:0e,0.471921079,5.574678354
a0:65:18:75:3a:fb,0.470935658,0.158136863
98:f4:28:e3:05:34,0.470883466,1.207820694
d4:9a:a0:87:e8:d0,0.466146136,1.357961024
d4:9a:a0:b2:eb:61,0.461396272,0.241553057
c4:a3:66:eb:53:f0,0.461302767,27.453691013
d4:9a:a0:da:80:21,0.460394828,1.732554307
a0:65:18:4c:c6:c5,0.457020302,2.009799846
a0:65:18:8c:53:cc,0.453376726,3.117269173
c4:a3:66:e8:7d:26,0.451712845,4.184749454
d4:9a:a0:42:dc:87,0.449369377,2.621899166
a0:65:18:74:fe:5d,0.449145003,3.943814394
a4:f4:c2:19:f1:52,0.448952644,2.052754598
a0:65:18:3c:aa:7f,0.443003328,0.87139803
d4:9a:a0:5f:97:6f,0.437768743,3.845424335
d4:9a:a0:f2:ba:d1,0.430774766,1.324157872
c4:a3:66:e8:4f:a2,0.425787248,6.531140737
d4:9a:a0:ec:45:82,0.423706235,1.15842053
a0:65:18:54:a6:ec,0.418833678,0.657152435
cc:71:90:1b:d3:21,0.416869107,2.75524411
a0:65:18:a3:bc:69,0.413590743,5.060796406
a0:65:18:54:a4:6a,0.411095899,0.617959761
a0:65:18:31:aa:12,0.410613955,12.976300429
