d4:9a:a0:d0:eb:c9,1.649257461649E9,1.649257521654E9,56288150,83055162414
a0:65:18:ad:e8:ea,1.649257461645E9,1.649257521744E9,20721268,14740379259
ac:64:62:e8:9c:01,1.649257461886E9,1.649257523689E9,3062907,12748341747
98:f4:28:eb:a7:68,1.649257462543E9,1.649257522605E9,3758079,10615563251
a4:f4:c2:dd:94:00,1.649257461645E9,1.649257521645E9,43576961,9816605144
94:a7:b7:d2:d3:82,1.649257461892E9,1.649257522479E9,3397198,9794731275
d4:9a:a0:4b:b3:d0,1.649257461645E9,1.649257521646E9,246,8200384242
74:4d:28:57:14:32,1.649257461789E9,1.649257521812E9,27760422,7868922413
a0:65:18:4c:b1:bf,1.649257461646E9,1.649257521647E9,3483,7354838554
d4:9a:a0:52:82:d9,1.649257461792E9,1.649257521794E9,9492,7064271944
d4:9a:a0:b2:30:a2,1.64925746168E9,1.64925752168E9,14056987,6745505559
d4:9a:a0:93:c6:59,1.649257461647E9,1.649257521647E9,9048442,6322436211
a0:65:18:66:ec:92,1.649257462264E9,1.649257522302E9,53323,5937885354
a4:f4:c2:c2:a6:55,1.649257461646E9,1.649257521646E9,7452445,5929711936
18:44:e6:bc:dc:5d,1.649257461942E9,1.649257522694E9,9275,5892726955
18:e8:29:2f:51:a2,1.649257461659E9,1.649257521659E9,77845691,5772445788
ac:64:62:d1:33:b3,1.6492574617E9,1.649257521708E9,5857676,5073951121
a4:f4:c2:93:51:9e,1.649257461667E9,1.64925752167E9,526,4967201807
a4:f4:c2:d3:3c:89,1.649257464844E9,1.649257525094E9,0,4678589163
cc:71:90:39:48:11,1.649257462581E9,1.649257522604E9,1261,4433708362
ac:64:62:d1:30:b6,1.649257461654E9,1.649257521659E9,20420340,4386370656
14:49:bc:1b:b0:41,1.649257461649E9,1.649257521669E9,657933,4296845503
44:f4:36:eb:90:61,1.649257462703E9,1.649257527391E9,2988,4289368124
a4:f4:c2:dd:3a:09,1.649257461791E9,1.649257523112E9,3350953,4263692325
a0:65:18:9b:9c:85,1.649257461662E9,1.649257521662E9,67558219,4113743199
a0:65:18:0e:fd:74,1.649257461652E9,1.649257521653E9,0,4103421453
ac:64:62:e9:4a:ca,1.649257461677E9,1.649257521681E9,12764412,3952739862
d4:9a:a0:49:42:e8,1.649257461646E9,1.649257521655E9,39790703,3607977331
98:f4:28:e5:e5:0d,1.649257461659E9,1.649257521701E9,570696,3558490434
34:4d:ea:d8:e8:86,1.649284611722E9,1.649284687309E9,7570,3540204837
a0:65:18:2f:29:2c,1.649257461648E9,1.649257521649E9,19723383,3525634355
d4:9a:a0:03:31:c7,1.649257461739E9,1.649257521745E9,15965940,3397182856
a0:65:18:72:74:08,1.649257463234E9,1.649257527232E9,1778597,3344343536
a0:65:18:49:2e:8e,1.649257461648E9,1.649257521649E9,55662,3285256896
98:f4:28:ea:b5:88,1.649257461739E9,1.649257521781E9,34687932,3230349664
98:f4:28:da:7e:6d,1.649257461784E9,1.649257522375E9,5816,3120497450
14:49:bc:0c:5c:23,1.649257462551E9,1.64925752323E9,3830,3105627246
a0:65:18:49:67:64,1.649257461646E9,1.649257521646E9,49321632,3006465663
00:1d:aa:00:00:01,1.649257461646E9,1.649257521648E9,77777347,2966535849
d4:9a:a0:86:5b:c0,1.649257462069E9,1.649257522759E9,15019,2961500624
d4:9a:a0:63:c8:c8,1.64925746165E9,1.64925752165E9,9477071,2888834943
d4:9a:a0:d5:e3:49,1.649257461713E9,1.649257521717E9,23061423,2809533324
a0:65:18:65:78:b2,1.649257461664E9,1.649257521667E9,42451021,2780755189
a0:65:18:98:d9:e1,1.649257461668E9,1.649257521842E9,44073002,2724578631
a4:f4:c2:ae:15:2d,1.649257461679E9,1.649257521694E9,29164733,2710963925
a0:65:18:75:31:ec,1.649257461646E9,1.649257521652E9,24318876,2685055115
a0:65:18:35:3a:07,1.649257461649E9,1.649257521652E9,691907,2673147952
24:43:e2:57:21:a1,1.649257465778E9,1.649257526218E9,10186,2626063434
a4:f4:c2:1a:8d:67,1.649257461708E9,1.649257521815E9,28850818,2564996259
98:f4:28:da:bb:03,1.649257461689E9,1.649257521691E9,23372787,2527710333
a0:65:18:78:af:b6,1.649257462137E9,1.649257524033E9,0,2509665578
a4:f4:c2:19:c9:29,1.64925746344E9,1.649257523692E9,145060,2449121839
a0:65:18:75:b8:9b,1.649257464386E9,1.649257525651E9,156,2415807931
34:4d:ea:d8:c3:96,1.649257461819E9,1.649257522111E9,1618,2382636928
00:09:0f:17:e3:2e,1.649257461658E9,1.649257521841E9,4016895,2375121108
a4:f4:c2:9f:c9:6d,1.649257461694E9,1.649257521698E9,80560,2329019048
cc:71:90:00:4e:41,1.649257461646E9,1.649257521647E9,26587157,2320923127
a4:f4:c2:c2:ad:30,1.649257465896E9,1.649257526091E9,194663,2289892362
d8:38:0d:e3:45:11,1.64925746165E9,1.649257521653E9,37163,2203842441
a0:65:18:32:13:91,1.649257461645E9,1.649257521647E9,27120867,2201411402
a0:65:18:74:ca:c1,1.649257462005E9,1.649257522499E9,0,2160017560
98:f4:28:e1:8f:29,1.649257461654E9,1.649257521654E9,39937005,2076973778
94:a7:b7:d3:0e:7e,1.649257461659E9,1.649257521713E9,52576566,2055600474
a4:f4:c2:1a:13:1b,1.649257462332E9,1.649257522393E9,23286128,2030620613
d4:9a:a0:86:68:e0,1.649257461651E9,1.649257521721E9,26974,2012564158
a0:65:18:83:8f:9e,1.649257472659E9,1.64925753669E9,1389,1930885762
a0:65:18:38:1c:51,1.649257462679E9,1.649257527228E9,0,1881677866
94:a7:b7:d2:29:e1,1.649257461676E9,1.649257523273E9,64806870,1845266592
c4:a3:66:eb:97:10,1.649257461645E9,1.649257521645E9,2599915,1841412320
cc:71:90:1c:b5:29,1.649257462355E9,1.649257522386E9,511387,1817439200
a4:f4:c2:de:65:53,1.649257461715E9,1.649257521715E9,65780331,1800162214
a4:f4:c2:c1:f6:f9,1.649257462634E9,1.649257523308E9,18602,1797127694
d4:9a:a0:b7:2b:29,1.649257463037E9,1.64925752313E9,39158247,1786864080
cc:71:90:17:fe:81,1.649257462337E9,1.649257523725E9,6890484,1781455606
a0:65:18:4e:72:c9,1.649257461659E9,1.649257521661E9,546560,1775233530
d4:9a:a0:4b:b1:e8,1.649257462997E9,1.649257525806E9,0,1769074199
a0:65:18:cb:13:e7,1.649257461658E9,1.649257521665E9,12159267,1767570365
18:d6:c7:6d:fa:69,1.64925746198E9,1.649257522654E9,12503980,1759295596
5c:c7:d7:1f:26:3e,1.649257462305E9,1.64925752417E9,134094,1745542551
cc:71:90:50:06:b9,1.64925746166E9,1.649257521662E9,52785312,1729561356
98:f4:28:ea:7b:c2,1.649257468195E9,1.649257531655E9,78,1722583872
d4:9a:a0:ce:29:51,1.649257461648E9,1.649257521676E9,1994365,1721538721
ac:64:62:d1:2d:e1,1.649257485103E9,1.649257547352E9,0,1718303817
d4:9a:a0:ed:d9:d1,1.649257461991E9,1.649257522015E9,3404875,1712156335
98:f4:28:eb:99:4e,1.64925746167E9,1.649257521746E9,985885,1690225915
cc:2d:21:1f:63:b9,1.64925746225E9,1.649257522451E9,2224,1689779707
a4:f4:c2:c1:e7:db,1.649257463209E9,1.649257523909E9,1030,1679289852
a0:65:18:cb:73:24,1.649257461645E9,1.649257521649E9,62886841,1678019832
a0:65:18:9b:19:81,1.649257466924E9,1.649257527389E9,161041,1669639460
a0:65:18:49:5d:b6,1.649257461936E9,1.649257522059E9,16910056,1664884158
cc:71:90:38:ef:a1,1.64925746165E9,1.649257521654E9,6780880,1652384141
d4:9a:a0:14:dc:27,1.649257461645E9,1.649257521649E9,50962943,1627598144
cc:71:90:1b:27:b9,1.649257461953E9,1.649257522757E9,4765113,1619434400
18:44:e6:bc:4b:bc,1.649257461648E9,1.649257521649E9,26737,1605048353
a4:f4:c2:dd:ee:ab,1.649257461648E9,1.649257521661E9,920550,1577138470
98:f4:28:eb:ac:1d,1.649257461659E9,1.649257521668E9,188,1569378221
a4:f4:c2:1b:2c:2b,1.649257461681E9,1.649257521693E9,49287470,1565062248
a0:65:18:79:5d:95,1.649257464252E9,1.649257538319E9,0,1554271972
a0:65:18:76:d1:ff,1.649257462001E9,1.649257522046E9,1478840,1548745261
ac:64:62:e9:7c:93,1.649257461645E9,1.649257522442E9,60582393,1523981148
e4:3a:6e:33:1e:4b,1.649257461646E9,1.649257521647E9,4394484,1523496873
a4:f4:c2:c3:28:3f,1.649257461648E9,1.649257521719E9,7243341,1506007695
a0:65:18:2f:c2:56,1.649257463019E9,1.649257525203E9,17950,1505439174
a4:f4:c2:dd:42:3a,1.649257461646E9,1.649257521646E9,1420255,1500145600
a0:65:18:ad:e6:9e,1.64925746165E9,1.64925752167E9,45295990,1485013696
a0:65:18:72:61:81,1.649257461747E9,1.649257521761E9,8774302,1481889629
a0:65:18:35:36:25,1.649257462033E9,1.649257522077E9,15089152,1475167335
a0:65:18:a1:6d:6f,1.649257461645E9,1.649257521858E9,906416,1463182737
cc:71:90:38:8d:f1,1.649257462921E9,1.649257523497E9,6506496,1445870281
a0:65:18:a3:bb:04,1.649257461758E9,1.649257523349E9,38809,1444231258
d4:9a:a0:b7:26:81,1.649257461873E9,1.64925752208E9,32575292,1418734939
d4:9a:a0:ed:ae:91,1.649257461655E9,1.649257522081E9,40468601,1411587316
94:a7:b7:d3:3b:60,1.649257461695E9,1.649257534006E9,400,1405704570
a0:65:18:ab:c3:cc,1.649257462125E9,1.649257522125E9,11111474,1386047302
a4:f4:c2:c2:85:fd,1.649257465559E9,1.649257525906E9,3128,1360034058
a4:f4:c2:c3:0a:42,1.649257462869E9,1.649257522888E9,43117,1342159730
ac:64:62:d2:92:85,1.649257462464E9,1.64925752278E9,22808551,1334435508
ec:8a:4c:fb:5f:70,1.64925746165E9,1.649257521677E9,48732096,1332932640
ac:64:62:e9:a6:4b,1.649257461651E9,1.649257521652E9,39011936,1329130415
a0:65:18:3e:cd:78,1.649257461651E9,1.64925752166E9,2585,1319987885
94:a7:b7:d2:f6:a0,1.649257476875E9,1.649257543258E9,156,1319508946
c4:a3:66:e6:59:fa,1.649257461801E9,1.649257523054E9,4068471,1318573182
a0:65:18:4c:4b:6b,1.649257463011E9,1.649257527223E9,4430191,1289403604
cc:71:90:17:d5:19,1.649257461645E9,1.649257521647E9,18731520,1288219243
a0:65:18:c3:82:fe,1.649257461647E9,1.649257521647E9,39389583,1283351710
a0:65:18:42:cf:2a,1.64925746353E9,1.649257527457E9,966,1269934002
d4:9a:a0:f2:88:42,1.649257461647E9,1.649257521647E9,48453527,1268063123
98:f4:28:e3:41:2a,1.649257462186E9,1.649257524276E9,440,1260656032
94:a7:b7:d2:44:a3,1.649257461687E9,1.649257521704E9,5279422,1223907286
d4:9a:a0:87:9d:a8,1.649257461899E9,1.649257522378E9,132,1216947427
a0:65:18:74:f4:61,1.64925746166E9,1.649257521663E9,14838407,1214869561
d4:9a:a0:e2:f9:21,1.649257461654E9,1.649257521667E9,16393331,1209965286
98:f4:28:ea:38:e2,1.6492574625E9,1.649257522889E9,2035,1207925056
cc:71:90:42:d9:91,1.649257463108E9,1.649257524888E9,438,1205039071
24:43:e2:47:60:e1,1.649257465306E9,1.649257528878E9,4046540,1204183416
ec:8a:4c:ec:ca:34,1.649257462451E9,1.649257523177E9,22852325,1199128198
a0:65:18:61:87:9e,1.649257461649E9,1.649257521649E9,11515174,1178047113
a4:f4:c2:9b:b9:01,1.649257461646E9,1.649257521699E9,29695239,1168492225
cc:71:90:57:79:f1,1.649257461645E9,1.649257521645E9,68254724,1162637662
a0:65:18:3c:9d:a7,1.649257465255E9,1.649257525471E9,865,1153902920
18:44:e6:bc:48:97,1.649257461677E9,1.64925752304E9,634902,1152774716
a4:f4:c2:1a:7f:ba,1.649257461682E9,1.649257522293E9,76469038,1149670327
a0:65:18:2e:ec:a8,1.649257464379E9,1.649257524835E9,6917,1149623887
ac:64:62:d1:16:4e,1.64925746176E9,1.649257521776E9,134850,1143117892
a0:65:18:9f:a9:9b,1.649257461649E9,1.649257521649E9,5701354,1140332409
c4:ad:34:c7:ba:f6,1.649257461647E9,1.649257521654E9,1783631,1136845598
d4:9a:a0:1e:f0:9f,1.649257462868E9,1.649257523123E9,1497432,1136770702
a0:65:18:6d:38:48,1.649257462538E9,1.649257522949E9,115245154,1130424667
a0:65:18:83:8d:5e,1.6492574617E9,1.649257522272E9,3880677,1120628229
94:a7:b7:d2:5c:0e,1.649257462007E9,1.649257522021E9,99578922,1119660415
c4:a3:66:ec:63:04,1.649257463598E9,1.64925752369E9,38451907,1111170920
d4:9a:a0:d0:bf:b9,1.649257461657E9,1.649257521741E9,39222217,1111056502
24:43:e2:41:ec:91,1.649257461655E9,1.649257521682E9,100587,1107375389
cc:71:90:15:f7:d9,1.649257461698E9,1.649257522874E9,29503543,1106301769
94:a7:b7:d2:3d:69,1.649257462221E9,1.649257522351E9,0,1094402356
a4:f4:c2:c2:97:6d,1.649257461645E9,1.649257521657E9,10458859,1091075444
74:4d:28:cf:01:fc,1.649257462296E9,1.64925752247E9,6380956,1080922469
d4:9a:a0:c9:61:42,1.649257462557E9,1.649257523227E9,24096491,1060304916
a4:f4:c2:19:de:ef,1.649257461653E9,1.64925752171E9,316156,1051410517
98:f4:28:e5:92:38,1.649257461683E9,1.649257522261E9,8811353,1049629362
98:f4:28:eb:a8:8f,1.649257462776E9,1.649257525263E9,1641394,1046140726
c4:a3:66:e7:ed:e0,1.649257461726E9,1.649257521772E9,9296,1036870937
a0:65:18:54:53:6a,1.649257462085E9,1.649257522546E9,80562,1029419834
98:f4:28:e1:ec:67,1.649257464501E9,1.6492575297E9,1044,1024765303
a0:65:18:30:25:ff,1.649257465026E9,1.649257525027E9,16440563,1017530290
a0:65:18:57:d2:07,1.649257461916E9,1.649257522016E9,1589772,1017296458
d4:9a:a0:7a:02:6f,1.649257462379E9,1.649257522401E9,12261077,1016838837
d4:9a:a0:c9:68:61,1.649257461646E9,1.649257521646E9,52109157,1009821674
d4:9a:a0:f7:fa:c1,1.649257463519E9,1.649257523684E9,43909404,995758959
24:43:e2:52:bc:e9,1.649257462414E9,1.649257522418E9,2098793,991245912
a0:65:18:3e:ca:ea,1.649257461645E9,1.649257521645E9,88582202,987329119
18:44:e6:a3:8d:76,1.649257461653E9,1.649257521656E9,14440629,982165392
c4:a3:66:ec:2b:78,1.649257461742E9,1.649257521749E9,14395618,981649417
a4:f4:c2:dd:cc:13,1.649257461646E9,1.649257521663E9,55517713,971476711
a4:f4:c2:dd:db:0a,1.649257477084E9,1.649257538549E9,0,965906506
d4:9a:a0:c9:5e:c1,1.649257461659E9,1.649257521667E9,87728,957282412
a0:65:18:42:f0:99,1.649257461798E9,1.649257522453E9,5839328,956044721
a0:65:18:3d:3a:b8,1.649257461673E9,1.649257521793E9,21967900,951133980
a0:65:18:c6:88:17,1.649257461925E9,1.649257522375E9,8464956,939318792
a0:65:18:44:28:96,1.649257462964E9,1.649257523778E9,2545,937103908
cc:71:90:1b:56:19,1.64925746165E9,1.649257521666E9,360,927597818
cc:71:90:33:cf:29,1.64925746167E9,1.649257521681E9,6085258,923918401
18:44:e6:bc:b7:dc,1.649257461646E9,1.649257521661E9,422,918408081
98:f4:28:e5:bb:fa,1.649257461704E9,1.649257522166E9,19925,918147879
a4:f4:c2:dd:d3:30,1.649257461645E9,1.649257522302E9,301556,917734375
d4:9a:a0:e2:be:41,1.64925746601E9,1.649257527303E9,360,910959279
a0:65:18:35:0f:97,1.649257461662E9,1.649257521675E9,32530915,907488511
18:44:e6:bc:bd:c7,1.649257461683E9,1.649257521817E9,68791413,897464963
98:f4:28:eb:83:91,1.649257462225E9,1.649257522226E9,3213567,887721090
d4:9a:a0:0e:6b:57,1.649257461649E9,1.649257521649E9,31641824,882312252
24:43:e2:57:04:99,1.649257461645E9,1.649257521705E9,197320,869905166
d4:9a:a0:b7:38:11,1.649257462179E9,1.649257524878E9,2281,865138508
a4:f4:c2:fa:32:c7,1.649257462142E9,1.649257522241E9,16190456,864593904
d4:9a:a0:79:93:77,1.649257461647E9,1.649257521649E9,23405629,863043017
98:f4:28:e2:b8:4a,1.649257463217E9,1.649257523368E9,29582361,860577394
a0:65:18:3d:d2:4a,1.649257461648E9,1.649257521695E9,81791,857090497
a0:65:18:9f:bf:ac,1.649257461907E9,1.649257522485E9,1491211,852386846
d4:9a:a0:9b:9c:79,1.649257461646E9,1.64925752167E9,37763796,851432970
a0:65:18:59:ae:91,1.649257468382E9,1.649257537613E9,78,846915195
98:13:33:f7:e0:66,1.649257463089E9,1.649257523257E9,15069349,841658826
24:43:e2:6b:c3:71,1.649257461655E9,1.64925752171E9,32872818,841465790
1c:5f:2b:10:c4:9f,1.649257464456E9,1.649257524491E9,216121,838597427
c4:a3:66:e8:30:ee,1.649257461719E9,1.64925752173E9,2480571,837099622
18:44:e6:bc:f2:0b,1.649257463172E9,1.649257523172E9,78,833135273
5c:c7:d7:1f:26:36,1.649257461645E9,1.649257521667E9,32885780,831670559
a0:65:18:a3:57:3e,1.649257461653E9,1.649257522491E9,716835,830063025
18:44:e6:a3:e8:e8,1.649257463814E9,1.649257532211E9,428,829472534
70:9f:2d:d3:9b:63,1.649257461652E9,1.649257521657E9,36798471,826776828
d4:9a:a0:64:f8:18,1.649257461767E9,1.649257522895E9,34874,817884552
a0:65:18:4c:c2:15,1.64925746165E9,1.64925752248E9,21528353,813985951
d4:9a:a0:0b:fe:f7,1.649257461645E9,1.649257521713E9,6720186,811971282
cc:71:90:0e:a9:61,1.649257462355E9,1.649257523537E9,238787,811569318
44:f4:36:eb:8f:62,1.649257461645E9,1.649257521653E9,697424,805396768
a4:f4:c2:ed:35:cf,1.649257461784E9,1.6492575236E9,846,803150339
98:f4:28:e5:36:26,1.649257461659E9,1.649257522132E9,22974544,802523031
a0:65:18:44:7c:cc,1.649257461646E9,1.649257521647E9,22424454,800708182
a0:65:18:4b:a5:1e,1.649257462032E9,1.649257522047E9,154042,799844616
98:f4:28:db:11:bb,1.649257461645E9,1.649257521646E9,4560232,797304912
c4:a3:66:e8:85:42,1.64925746268E9,1.649257522735E9,466142,795958763
a0:65:18:38:21:a6,1.649257461826E9,1.649257521854E9,10472508,794748456
ac:64:62:e9:59:11,1.649257461789E9,1.649257521827E9,1709,792905381
a4:f4:c2:1a:07:87,1.649257461645E9,1.649257521647E9,878,788385141
a4:f4:c2:fb:b2:7f,1.649257469676E9,1.649257535244E9,156,781783673
a0:65:18:3e:c3:97,1.649257461662E9,1.649257521784E9,2167,781351829
24:43:e2:58:c8:c9,1.649257461645E9,1.649257521693E9,74507172,779245093
a0:65:18:74:fa:dc,1.649257465317E9,1.649257525317E9,1961114,777618827
a0:65:18:2d:01:b6,1.649257461703E9,1.649257521711E9,14587820,775458022
18:44:e6:a4:27:2c,1.649257461646E9,1.649257523176E9,35912,767405131
d4:9a:a0:a7:f3:d9,1.649257462016E9,1.649257522048E9,8864597,766416187
a0:65:18:65:c4:a5,1.649257461659E9,1.649257521662E9,31551417,765693043
ac:64:62:e8:a3:d1,1.649257461647E9,1.649257524368E9,12830711,765240884
a4:f4:c2:dd:fd:ae,1.649257461747E9,1.649257521822E9,219342,765150805
98:13:33:f7:7f:d6,1.649257462098E9,1.649257532171E9,484,762344620
a0:65:18:64:58:b8,1.649257463468E9,1.649257524005E9,952,759688413
d4:9a:a0:b2:54:62,1.649257461708E9,1.649257522067E9,9783251,756111032
a0:65:18:4a:9c:d0,1.649257462219E9,1.649257524363E9,39128750,751689077
98:f4:28:eb:63:2f,1.649257462215E9,1.649257522235E9,2086181,750451359
d4:9a:a0:e7:02:f9,1.649257462316E9,1.649257523153E9,512,746573447
d4:9a:a0:64:47:48,1.649257461747E9,1.649257521747E9,7169149,743561060
cc:71:90:11:88:79,1.64925746165E9,1.64925752179E9,245201,737692244
a0:65:18:81:f7:7d,1.649257462422E9,1.649257522609E9,19743,730923800
a4:f4:c2:dd:f1:2d,1.649257462658E9,1.649257522725E9,78,730792883
a4:f4:c2:dd:72:1c,1.649257461659E9,1.649257521674E9,2418047,728681095
50:06:ab:e3:ff:15,1.649257462732E9,1.649257522761E9,1598785,723030641
d4:9a:a0:87:29:48,1.649257461661E9,1.649257521681E9,42291801,719490781
a0:65:18:98:55:1b,1.649257461646E9,1.649257521646E9,11131219,714377293
a0:65:18:74:fb:e1,1.649257462926E9,1.649257523553E9,5249646,712621024
d4:9a:a0:03:9a:8f,1.649257463081E9,1.649257523797E9,18995947,706219172
cc:71:90:00:17:11,1.64925746168E9,1.649257522144E9,12298000,704922973
ac:64:62:e9:50:10,1.64925746166E9,1.649257522899E9,42307881,702293110
a0:65:18:c8:11:aa,1.649257461788E9,1.6492575219E9,23409369,701257525
ac:64:62:e9:10:1e,1.649257461654E9,1.649257521657E9,4542173,698773740
a0:65:18:53:bb:f3,1.649257461698E9,1.649257521704E9,188,698223386
98:f4:28:e1:e0:b9,1.649257461647E9,1.649257521844E9,47525667,697006923
5c:c7:d7:1e:ee:4e,1.649257471764E9,1.64925754021E9,261,691376906
a4:f4:c2:dd:87:c1,1.649257462352E9,1.649257523124E9,454401,688736290
ac:64:62:d3:31:54,1.649257472743E9,1.649257547953E9,156,687619309
d4:9a:a0:b2:37:99,1.649257461651E9,1.649257521662E9,12545516,686775837
94:a7:b7:d2:ea:43,1.649257461791E9,1.649257522906E9,1818,677577957
